#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
11,Sat Jun 19 20:29:46 EDT 2021,36,7,Exceptions,AbstractBoundedShape AbstractLocatable CheckedImpossibleAngle+ SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty TaggedBoundedShape TaggedImpossibleAngle+ TaggedLegs+ TaggedLocatable ,AssertingBridgeSceneDynamics ,TaggedRestrictedLine ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
12,Sat Jun 19 21:15:42 EDT 2021,37,6,Exceptions,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist+ BridgeSceneSingletonFromFactory+ CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine+ ,AssertingBridgeSceneDynamics , ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SceneControllerButtonDynamics SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
13,Sat Jun 19 21:15:56 EDT 2021,41,4,SceneControllerButtons,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled+ SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory+ TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics+ SceneControllerISAPropertyChangeListener+ SceneControllerRegistersAsPropertyChangeListener+ ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
14,Sat Jun 19 21:58:39 EDT 2021,41,0,SceneControllerButtons,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
15,Sat Jun 19 23:33:46 EDT 2021,43,2,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncGalahadAnimation+ BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics AsyncArthurAnimation+ AsyncLancelotAnimation+ AsyncRobinAnimation+ ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
16,Sat Jun 19 23:39:00 EDT 2021,41,-2,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation- AsyncLancelotAnimation AsyncRobinAnimation ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
17,Sat Jun 19 23:41:17 EDT 2021,45,4,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncGalahadAnimation+ AsyncRobinAnimation+ BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncLancelotAnimation ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
18,Sat Jun 19 23:42:29 EDT 2021,49,4,AsyncAnimation,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation+ AsyncGalahadAnimation AsyncLancelotAnimation+ AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
19,Sat Jun 19 23:45:03 EDT 2021,49,0,SceneControllerButtons,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
20,Sat Jun 19 23:45:50 EDT 2021,49,0,AssertingBridgeSceneDynamics,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
21,Sat Jun 19 23:45:56 EDT 2021,49,0,Exceptions,AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory CheckedImpossibleAngle SceneControllerApproachButtonProperty SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine ,AssertingBridgeSceneDynamics ,SceneControllerButtonDynamics SceneControllerISAPropertyChangeListener SceneControllerRegistersAsPropertyChangeListener ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation WaitingAvatars ,
